batch,day,idturk,participantid,treatment,initialendowment,pointssaving1,pointssaving2,pointssaving3,pointssaving4,pointsdebt1,pointsdebt2,borrowdebt1,borrowdebt2,pointsthisdecision,pointsnextdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,additionalpointsdebt1,additionalpointsdebt2,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,orderlottery,lottery1choice,lottery2choice,lottery3choice,lottery4choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_age,demo_sex,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,debt1bal,debt2bal,debt1percpaid,debt2percpaid,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtdebt1balanceupdated2,debtdebt2balanceupdated2,lotterychoice,timechoice,durationinseconds,controltreatment,debttreatment,hightreatment,q1697,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_all,ind_optimal_ap_all,share_pointssaving1,share_pointssaving2,share_pointssaving3,share_pointssaving4,share_pointsdebt1,share_pointsdebt2,nz_pointssaving1,nz_pointssaving2,nz_pointssaving3,nz_pointssaving4,nz_pointsdebt1,nz_pointsdebt2,type_num_acnt,debt1paidoff,debt2paidoff,perc_points_ia_a1,perc_points_ia_a2,perc_points_ia_a3,perc_points_ia_a4,prev_balance_ia_a1,prev_balance_ia_a2,prev_balance_ia_a3,prev_balance_ia_a4,balance_max,balance_min
1,Initial,AOIQ0RAM3NSTA,losangeles56827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,i choose my choice ,Extremely important,Extremely important,Very important,there is no strategy,25,Male,Virginia,White,Master's Degree (MS),College or more,No,No,A lot,1,0,0,,,,,,,,,,,,,,,,,,,1,1,0,0,10,14,,,,,,,,,,,,,,,,,,,,,1,1,1100,,,,,,,,,,,,,,0,0,0,1,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,AOIQ0RAM3NSTA,losangeles56827,High Debt,500,300,200,0,0,0,0,0,0,100,500,100,0,0,0,0,0,300,200,0,0,100,0,0,0,1400,900,-2900,-3500,1500,900,-2900,-3500,2,500,1,,,500,1,,,,,,,,,,,,,i choose my choice ,Extremely important,Extremely important,Very important,there is no strategy,25,Male,Virginia,White,Master's Degree (MS),College or more,No,No,A lot,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,5,1,4,0,10,14,-2900,-3500,0,0,,,,,1400,900,-2900,-3500,,,,,1500,900,-2900,-3500,,,1508,0,0,1,no,,,,500,0.60000002,1,,,,0,1,0,1,0.60000002,0.40000001,0,0,0,0,1,1,0,0,0,0,2,0,0,0.60000002,0.40000001,0,0,1100,700,-2900,-3500,1100,-3500
1,Day 2,AOIQ0RAM3NSTA,losangeles56827,High Debt,1100,1100,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1100,0,0,0,100,0,0,0,2600,900,-2900,-3500,2700,900,-2900,-3500,1,500,1,,,500,1,,,,,,,,,,,,,i choose my choice ,Extremely important,Extremely important,Very important,there is no strategy,25,Male,Virginia,White,Master's Degree (MS),College or more,No,No,A lot,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,3,1,2,0,10,14,-2900,-3500,0,0,,,,,2600,900,-2900,-3500,,,,,2700,900,-2900,-3500,,,851,0,0,1,,,,,1100,1,1,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1400,900,-2900,-3500,1400,-3500
1,Day 3,AOIQ0RAM3NSTA,losangeles56827,High Debt,1340,1340,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,1340,0,0,0,100,0,0,0,4040,900,-2900,-3500,4140,900,-2900,-3500,1,500,1,,,500,1,,,,,,,,,,,,,i choose my choice ,Extremely important,Extremely important,Very important,there is no strategy,25,Male,Virginia,White,Master's Degree (MS),College or more,No,No,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,2,0,2,0,10,14,-2900,-3500,0,0,,,,,4040,900,-2900,-3500,,,,,4140,900,-2900,-3500,,,877,0,0,1,,,,,1340,1,1,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2600,900,-2900,-3500,2600,-3500
1,Day 4,AOIQ0RAM3NSTA,losangeles56827,High Debt,1128,1128,0,0,0,0,0,0,0,100,,100,0,0,0,0,0,1128,0,0,0,100,0,0,0,5268,900,-2900,-3500,5368,900,-2900,-3500,2,500,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,i choose my choice ,Extremely important,Extremely important,Very important,there is no strategy,25,Male,Virginia,White,Master's Degree (MS),College or more,No,No,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,2,1,10,14,-2900,-3500,0,0,,,,,5268,900,-2900,-3500,,,,,5368,900,-2900,-3500,,,1049,0,0,1,,3,2,1,1128,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4040,900,-2900,-3500,4040,-3500
2,Initial,AOOLS8280CL0Z,omaha89150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"I was trying to pay down the high interest rate debt, but also concentrating on adding to the highest interest rate savings.",Extremely important,Very important,Extremely important,I think I would pay down the high interest debt more.,68,Female,Florida,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,1,1,526,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,AOOLS8280CL0Z,omaha89150,High Debt,500,0,0,0,0,400,100,0,0,100,500,50,0,0,0,50,0,0,0,400,100,50,0,50,0,1100,700,-2500,-3400,1150,700,-2450,-3400,1,500,1,,,500,1,,,,,,,,,,,,,"I was trying to pay down the high interest rate debt, but also concentrating on adding to the highest interest rate savings.",Extremely important,Very important,Extremely important,I think I would pay down the high interest debt more.,68,Female,Florida,White,High school or equivalent,Non college graduate,No,No,None,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2,1,1,0,3,4,-2450,-3400,0.15517241,0.028571429,,,,,1100,700,-2500,-3400,,,,,1150,700,-2450,-3400,,,2276,0,0,1,"It shouldn't be confusing because I understand the instructions, but it is difficult ",,,,500,0,0.5,,,,0,0,0,0,0,0,0,0,0.80000001,0.2,0,0,0,0,1,1,2,0,0,0,0,0.80000001,0.2,1100,700,-2900,-3500,1100,-3500
2,Day 2,AOOLS8280CL0Z,omaha89150,High Debt,1083,500,100,0,0,400,83,0,0,100,0,100,0,0,0,0,0,500,100,400,83,100,0,0,0,1650,800,-2050,-3317,1750,800,-2050,-3317,2,300,0.01,,,300,0.01,,,,,,,,,,,,,"I was trying to pay down the high interest rate debt, but also concentrating on adding to the highest interest rate savings.",Extremely important,Very important,Extremely important,I think I would pay down the high interest debt more.,68,Female,Florida,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,3,4,-2050,-3317,0.29310346,0.052285716,,,,,1650,800,-2050,-3317,,,,,1750,800,-2050,-3317,,,2245,0,0,1,,,,,1083,0.46168053,1,,,,0,1,0,0,0.46168053,0.092336103,0,0,0.36934441,0.076638967,1,1,0,0,1,1,4,0,0,0.46168053,0.092336103,0.36934441,0.076638967,1100,700,-2500,-3400,1100,-3400
2,Day 3,AOOLS8280CL0Z,omaha89150,High Debt,777,77,0,0,0,700,0,0,0,100,500,0,0,0,0,100,0,77,0,700,0,0,0,100,0,1827,800,-1350,-3317,1827,800,-1250,-3317,1,500,1,,,500,1,,,,,,,,,,,,,"I was trying to pay down the high interest rate debt, but also concentrating on adding to the highest interest rate savings.",Extremely important,Very important,Extremely important,I think I would pay down the high interest debt more.,68,Female,Florida,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,3,4,-1250,-3317,0.56896549,0.052285716,,,,,1827,800,-1350,-3317,,,,,1827,800,-1250,-3317,,,1204,0,0,1,,,,,777,0.0990991,0,,,,0,0,0,0,0.0990991,0,0,0,0.9009009,0,1,0,0,0,1,0,2,0,0,0.0990991,0,0.9009009,0,1650,800,-2050,-3317,1650,-3317
2,Day 4,AOOLS8280CL0Z,omaha89150,High Debt,1412,1000,0,0,0,412,0,0,0,458,,0,0,0,0,458,0,1000,0,412,0,0,0,458,0,2827,800,-838,-3317,2827,800,-380,-3317,1,300,,,,,,1000,0,0,0,800,0,200,0,200,0,800,0,"I was trying to pay down the high interest rate debt, but also concentrating on adding to the highest interest rate savings.",Extremely important,Very important,Extremely important,I think I would pay down the high interest debt more.,68,Female,Florida,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-380,-3317,0.86896551,0.052285716,,,,,2827,800,-838,-3317,,,,,2827,800,-380,-3317,,,1827,0,0,1,,1,3,2,1412,0.7082153,0,1,0.80000001,0.2,0,0,0,0,0.7082153,0,0,0,0.2917847,0,1,0,0,0,1,0,2,0,0,0.7082153,0,0.2917847,0,1827,800,-1350,-3317,1827,-3317
3,Initial,AOS2PVHT2HYTL,danbury83873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"At first I was concerned about getting rid of the debt.  As time went on, I considered the interest rate of the savings accounts and thought getting 20% was more advantageous, so I chose to add as much as possible to that savings.  The other decisions about the choices I went with the middle choice, like out of 500 I chose 250.",Moderately important,Extremely important,Extremely important,I would add as much as possible to the savings with 20% interest and not worry about the debt so much.  Not like me in real life.  I hate debt!!!!,65,Female,Washington,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,0.5,1,737,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
3,Day 1,AOS2PVHT2HYTL,danbury83873,Low Debt,500,250,100,0,0,50,100,0,0,600,0,100,100,0,0,200,200,250,100,50,100,100,100,200,200,1350,800,-850,-1400,1450,900,-650,-1200,2,450,0.5,,,500,0.9,,,,,,,,,,,,,"At first I was concerned about getting rid of the debt.  As time went on, I considered the interest rate of the savings accounts and thought getting 20% was more advantageous, so I chose to add as much as possible to that savings.  The other decisions about the choices I went with the middle choice, like out of 500 I chose 250.",Moderately important,Extremely important,Extremely important,I would add as much as possible to the savings with 20% interest and not worry about the debt so much.  Not like me in real life.  I hate debt!!!!,65,Female,Washington,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,1,2,-650,-1200,0.27777779,0.2,,,,,1350,800,-850,-1400,,,,,1450,900,-650,-1200,,,2444,0,1,0,"No.  I'm hoping it is beneficial to get out of debt though, like in real life.......",,,,500,0.5,0.16666667,,,,0,0,0,0,0.5,0.2,0,0,0.1,0.2,1,1,0,0,1,1,4,0,0,0.5,0.2,0.1,0.2,1100,700,-900,-1500,1100,-1500
3,Day 2,AOS2PVHT2HYTL,danbury83873,Low Debt,643,0,0,0,0,643,0,0,0,100,0,100,0,0,0,0,0,0,0,643,0,100,0,0,0,1450,900,-7,-1200,1550,900,-7,-1200,1,350,0.5,,,300,0.7,,,,,,,,,,,,,"At first I was concerned about getting rid of the debt.  As time went on, I considered the interest rate of the savings accounts and thought getting 20% was more advantageous, so I chose to add as much as possible to that savings.  The other decisions about the choices I went with the middle choice, like out of 500 I chose 250.",Moderately important,Extremely important,Extremely important,I would add as much as possible to the savings with 20% interest and not worry about the debt so much.  Not like me in real life.  I hate debt!!!!,65,Female,Washington,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,2,-7,-1200,0.99222225,0.2,,,,,1450,900,-7,-1200,,,,,1550,900,-7,-1200,,,1105,0,1,0,,,,,643,0,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1350,800,-850,-1400,1350,-1400
3,Day 3,AOS2PVHT2HYTL,danbury83873,Low Debt,759,759,0,0,0,0,0,0,0,600,0,593,0,0,0,7,0,759,0,0,0,593,0,7,0,2309,900,-7,-1200,2902,900,0,-1200,2,250,0.7,,,375,0.5,,,,,,,,,,,,,"At first I was concerned about getting rid of the debt.  As time went on, I considered the interest rate of the savings accounts and thought getting 20% was more advantageous, so I chose to add as much as possible to that savings.  The other decisions about the choices I went with the middle choice, like out of 500 I chose 250.",Moderately important,Extremely important,Extremely important,I would add as much as possible to the savings with 20% interest and not worry about the debt so much.  Not like me in real life.  I hate debt!!!!,65,Female,Washington,White,Some college,Non college graduate,Yes,Yes,A little,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,2,0,-1200,1,0.2,,,,,2309,900,-7,-1200,,,,,2902,900,0,-1200,,,1007,0,1,0,,,,,759,1,0.98833334,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1450,900,-7,-1200,1450,-1200
3,Day 4,AOS2PVHT2HYTL,danbury83873,Low Debt,1030,1030,0,0,0,0,0,0,0,468,,468,0,0,0,0,0,1030,0,0,0,468,0,0,0,3932,900,0,-1200,4400,900,0,-1200,1,250,,,,,,1000,0,0,0,1000,0,0,0,0,0,1000,0,"At first I was concerned about getting rid of the debt.  As time went on, I considered the interest rate of the savings accounts and thought getting 20% was more advantageous, so I chose to add as much as possible to that savings.  The other decisions about the choices I went with the middle choice, like out of 500 I chose 250.",Moderately important,Extremely important,Extremely important,I would add as much as possible to the savings with 20% interest and not worry about the debt so much.  Not like me in real life.  I hate debt!!!!,65,Female,Washington,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-1200,1,0.2,,,,,3932,900,0,-1200,,,,,4400,900,0,-1200,,,1149,0,1,0,,1,3,2,1030,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2309,900,-7,-1200,2309,-1200
1,Initial,APGX2WZ59OWDN,anchorage83124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I decided to allocate all of my points to the account with the highest interest rate to earn the most money,Not at all important,Not at all important,Extremely important,I would use the same strategy and allocate all my points to the account with the highest interest rate,26,Female,Illinois,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4,0.9,297,,,,,,,,,,,,,,0,0,1,1,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,APGX2WZ59OWDN,anchorage83124,No Debt,500,500,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,1,200,0.4,,,418,0.95,,,,,,,,,,,,,I decided to allocate all of my points to the account with the highest interest rate to earn the most money,Not at all important,Not at all important,Extremely important,I would use the same strategy and allocate all my points to the account with the highest interest rate,26,Female,Illinois,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,1600,700,900,1500,,,,,1700,700,900,1500,,,,,,,986,1,0,0,No,,,,500,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1100,700,900,1500,1500,700
1,Day 2,APGX2WZ59OWDN,anchorage83124,No Debt,1120,1120,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1120,0,0,0,100,0,0,0,2820,700,900,1500,2920,700,900,1500,2,250,0.6,,,420,0.95,,,,,,,,,,,,,I decided to allocate all of my points to the account with the highest interest rate to earn the most money,Not at all important,Not at all important,Extremely important,I would use the same strategy and allocate all my points to the account with the highest interest rate,26,Female,Illinois,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,2820,700,900,1500,,,,,2920,700,900,1500,,,,,,,656,1,0,0,,,,,1120,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1600,700,900,1500,1600,700
1,Day 3,APGX2WZ59OWDN,anchorage83124,No Debt,1364,1364,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1364,0,0,0,100,0,0,0,4284,700,900,1500,4384,700,900,1500,1,250,0.5,,,420,0.5,,,,,,,,,,,,,I decided to allocate all of my points to the account with the highest interest rate to earn the most money,Not at all important,Not at all important,Extremely important,I would use the same strategy and allocate all my points to the account with the highest interest rate,26,Female,Illinois,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,4284,700,900,1500,,,,,4384,700,900,1500,,,,,,,541,1,0,0,,,,,1364,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2820,700,900,1500,2820,700
1,Day 4,APGX2WZ59OWDN,anchorage83124,No Debt,1657,1657,0,0,0,0,0,0,0,419,,419,0,0,0,0,0,1657,0,0,0,419,0,0,0,6041,700,900,1500,6460,700,900,1500,1,250,,,,,,1000,0,0,0,400,0,600,0,0,0,1000,0,I decided to allocate all of my points to the account with the highest interest rate to earn the most money,Not at all important,Not at all important,Extremely important,I would use the same strategy and allocate all my points to the account with the highest interest rate,26,Female,Illinois,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6041,700,900,1500,,,,,6460,700,900,1500,,,,,,,4760,1,0,0,,2,1,3,1657,1,1,1,0.40000001,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4284,700,900,1500,4284,700
2,Initial,AQJWO4YPR3LUQ,kansas35983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I tried first to get my debt accounts at least back to 0 so that I wasn't minus any points. I then tried to put more points in accounts with higher percentage rates. ,Extremely important,Moderately important,Extremely important,Pay off the debts first and then add to the highest interest rate accounts,40,Female,Illinois,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A little,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,0.95,0.9,438,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,AQJWO4YPR3LUQ,kansas35983,Low Debt,500,100,100,0,0,100,200,0,0,520,0,100,120,0,0,100,200,100,100,100,200,100,120,100,200,1200,800,-800,-1300,1300,920,-700,-1100,2,400,0.75,,,475,1,,,,,,,,,,,,,I tried first to get my debt accounts at least back to 0 so that I wasn't minus any points. I then tried to put more points in accounts with higher percentage rates. ,Extremely important,Moderately important,Extremely important,Pay off the debts first and then add to the highest interest rate accounts,40,Female,Illinois,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,2,0,2,0,4,4,-700,-1100,0.22222222,0.26666668,,,,,1200,800,-800,-1300,,,,,1300,920,-700,-1100,,,1721,0,1,0,No ,,,,500,0.2,0.1923077,,,,0,0,0,0,0.2,0.2,0,0,0.2,0.40000001,1,1,0,0,1,1,4,0,0,0.2,0.2,0.2,0.40000001,1100,700,-900,-1500,1100,-1500
2,Day 2,AQJWO4YPR3LUQ,kansas35983,Low Debt,612,0,12,0,0,100,500,0,0,100,500,0,0,0,0,50,50,0,12,100,500,0,0,50,50,1300,932,-600,-600,1300,932,-550,-550,1,450,0.95,,,450,0.85,,,,,,,,,,,,,I tried first to get my debt accounts at least back to 0 so that I wasn't minus any points. I then tried to put more points in accounts with higher percentage rates. ,Extremely important,Moderately important,Extremely important,Pay off the debts first and then add to the highest interest rate accounts,40,Female,Illinois,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,4,4,-550,-550,0.3888889,0.63333333,,,,,1300,932,-600,-600,,,,,1300,932,-550,-550,,,1064,0,1,0,,,,,612,0,0,,,,0,0,0,0,0,0.019607844,0,0,0.1633987,0.81699347,0,0,0,0,1,1,2,0,0,0,0.019607844,0.1633987,0.81699347,1200,800,-800,-1300,1200,-1300
2,Day 3,AQJWO4YPR3LUQ,kansas35983,Low Debt,1163,63,100,0,0,500,500,0,0,100,0,0,0,0,0,50,50,63,100,500,500,0,0,50,50,1363,1032,-50,-50,1363,1032,0,0,2,475,0.75,,,450,0.99,,,,,,,,,,,,,I tried first to get my debt accounts at least back to 0 so that I wasn't minus any points. I then tried to put more points in accounts with higher percentage rates. ,Extremely important,Moderately important,Extremely important,Pay off the debts first and then add to the highest interest rate accounts,40,Female,Illinois,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,1,0,4,4,0,0,1,1,,,,,1363,1032,-50,-50,,,,,1363,1032,0,0,,,873,0,1,0,,,,,1163,0.054170251,0,,,,0,0,0,0,0.054170251,0.085984521,0,0,0.42992261,0.42992261,1,1,0,0,1,1,4,1,1,0.054170251,0.085984521,0.42992261,0.42992261,1300,932,-600,-600,1300,-600
2,Day 4,AQJWO4YPR3LUQ,kansas35983,Low Debt,796,200,100,0,0,496,0,0,0,100,,100,0,0,0,0,0,200,100,496,0,100,0,0,0,1563,1132,496,0,1663,1132,496,0,1,450,,,,,,800,0,200,0,0,0,600,400,0,0,1000,0,I tried first to get my debt accounts at least back to 0 so that I wasn't minus any points. I then tried to put more points in accounts with higher percentage rates. ,Extremely important,Moderately important,Extremely important,Pay off the debts first and then add to the highest interest rate accounts,40,Female,Illinois,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,496,0,1.5511111,1,,,,,1563,1132,496,0,,,,,1663,1132,496,0,,,818,0,1,0,,1,2,3,796,0.25125629,1,0.80000001,0,0,0,1,0,0,0.25125629,0.12562814,0,0,0.6231156,0,1,1,0,0,1,0,3,1,1,0.25125629,0.12562814,0.6231156,0,1363,1032,-50,-50,1363,-50
3,Initial,AQN3WMCEA96DQ,santabarbara56722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I wanted to gain the most points in every decision. It only made sense to me to choose the savings account with the highest interest.,Not at all important,Extremely important,Extremely important,I would still choose the method I went with because it was the highest payoff.,39,Male,Georgia,White,Some college,Non college graduate,Yes,Yes,None,1,0,1,,,,,,,,,,,,,,,,,,,2,2,0,0,6,10,,,,,,,,,,,,,,,,,,,,,0.8,1,2671,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
3,Day 1,AQN3WMCEA96DQ,santabarbara56722,High Debt,500,150,150,0,0,100,100,0,0,569,0,500,50,0,0,10,9,150,150,100,100,500,50,10,9,1250,850,-2800,-3400,1750,900,-2790,-3391,1,200,0.3,,,400,0.4,,,,,,,,,,,,,I wanted to gain the most points in every decision. It only made sense to me to choose the savings account with the highest interest.,Not at all important,Extremely important,Extremely important,I would still choose the method I went with because it was the highest payoff.,39,Male,Georgia,White,Some college,Non college graduate,Yes,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,1,0,6,10,-2790,-3391,0.037931036,0.031142857,,,,,1250,850,-2800,-3400,,,,,1750,900,-2790,-3391,,,5620,0,0,1,No. Everything was fine.,,,,500,0.30000001,0.87873465,,,,0,0,0,0,0.30000001,0.30000001,0,0,0.2,0.2,1,1,0,0,1,1,4,0,0,0.30000001,0.30000001,0.2,0.2,1100,700,-2900,-3500,1100,-3500
3,Day 2,AQN3WMCEA96DQ,santabarbara56722,High Debt,672,672,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,672,0,0,0,100,0,0,0,2422,900,-2790,-3391,2522,900,-2790,-3391,1,480,0.9,,,480,0.9,,,,,,,,,,,,,I wanted to gain the most points in every decision. It only made sense to me to choose the savings account with the highest interest.,Not at all important,Extremely important,Extremely important,I would still choose the method I went with because it was the highest payoff.,39,Male,Georgia,White,Some college,Non college graduate,Yes,Yes,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,1,1,0,6,10,-2790,-3391,0.037931036,0.031142857,,,,,2422,900,-2790,-3391,,,,,2522,900,-2790,-3391,,,835,0,0,1,,,,,672,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1250,850,-2800,-3400,1250,-3400
